gameId,genreId
552,32
552,51
552,13
552,33
552,10
552,52
552,1
552,63
552,61
552,9
552,42
552,26
552,14
552,17
552,3
552,6
552,49
552,38
552,41
552,5
552,54
552,30
552,2
552,60
552,11
552,53
552,56
552,44
552,25
552,22
552,24
552,58
552,47
552,45
552,16
552,65
553,24
553,33
553,25
553,43
553,52
553,36
553,35
553,9
553,63
553,11
553,20
553,49
553,50
553,12
553,16
553,19
553,38
553,65
553,53
553,15
553,60
553,18
553,3
553,61
553,64
553,59
553,47
553,31
553,45
553,32
553,30
553,8
553,6
553,14
553,41
553,57
553,17
553,28
553,54
553,58
553,10
553,44
553,26
553,1
553,21
553,48
553,5
553,37
553,13
553,62
553,7
553,51
553,39
553,55
553,40
553,56
553,4
553,22
553,46
553,2
553,42
553,27
553,29
553,34
554,16
554,65
554,60
554,61
554,31
554,3
554,46
554,22
554,6
554,30
554,21
554,42
554,54
554,27
554,5
554,45
554,12
554,17
554,36
554,43
554,24
554,26
554,18
554,28
554,9
554,1
554,49
554,7
554,58
554,51
554,63
555,49
555,43
555,50
555,23
555,56
555,42
555,15
555,58
555,25
555,63
555,62
555,47
555,21
555,16
555,61
555,53
555,55
555,38
555,19
555,52
555,30
555,11
555,9
556,34
556,3
556,6
556,46
556,27
556,18
556,56
556,29
556,55
556,28
556,48
556,8
556,36
556,9
556,38
556,65
556,51
556,20
556,5
556,47
556,37
556,33
556,2
556,12
556,13
556,1
556,10
556,32
556,54
556,60
556,62
556,64
556,52
556,57
556,7
556,41
556,58
556,49
556,11
556,61
557,18
557,16
557,32
557,23
557,9
557,65
557,57
557,24
557,34
557,51
557,55
557,29
557,17
558,20
558,8
558,53
558,13
558,38
558,51
558,59
558,60
558,19
558,41
558,28
558,50
558,47
558,57
558,5
558,11
558,58
558,16
559,65
559,9
559,35
559,14
559,34
559,43
559,31
559,63
559,57
559,36
559,45
559,59
559,41
559,58
559,61
559,48
559,28
559,2
559,10
559,53
559,1
559,52
559,23
559,44
559,24
559,12
559,38
559,55
559,51
559,3
559,16
559,15
559,13
559,47
559,37
559,62
559,21
559,6
559,7
559,4
559,64
559,50
559,54
559,8
559,20
559,40
560,24
560,46
560,21
560,6
561,52
561,40
562,61
562,40
562,57
562,47
562,39
562,22
562,59
562,60
562,58
562,48
562,3
562,42
562,1
562,6
562,23
562,12
562,38
562,41
562,27
562,25
562,36
562,30
562,18
562,16
562,46
562,43
562,24
562,11
562,37
562,14
562,21
562,26
562,33
562,10
562,7
562,29
562,34
562,5
562,51
562,17
562,53
562,50
562,15
562,9
562,45
562,65
562,54
562,28
562,20
562,2
562,31
562,4
562,55
562,44
562,13
562,52
562,62
562,35
562,19
563,55
563,18
563,56
563,35
563,7
563,12
563,37
563,3
563,8
563,36
563,60
563,63
563,44
563,42
563,51
563,39
563,32
563,10
563,54
563,65
563,19
563,29
563,28
563,64
563,24
563,1
563,58
563,53
563,50
563,27
563,40
563,15
563,48
563,2
563,17
563,38
563,21
563,5
563,9
563,30
563,6
563,47
563,62
563,52
563,26
563,49
563,13
563,4
563,46
563,22
563,43
563,23
563,14
563,41
563,11
563,31
563,20
564,10
564,18
564,57
564,36
564,46
564,40
564,34
564,52
564,43
564,37
564,64
564,28
564,50
564,39
564,60
564,42
564,23
564,24
564,30
564,49
564,48
564,32
564,6
564,45
564,61
564,4
564,47
564,31
564,1
564,38
564,53
564,62
564,3
564,33
564,8
564,19
564,59
564,51
564,58
564,20
565,9
565,63
565,6
565,14
565,54
565,37
565,35
565,34
565,2
565,43
565,29
565,21
565,36
565,60
565,50
565,19
565,30
565,51
565,59
565,45
565,48
565,53
565,42
565,3
565,56
565,65
565,62
565,47
565,52
565,28
565,16
565,7
565,58
565,10
565,26
565,49
565,12
565,33
565,44
565,8
565,22
565,55
565,57
565,25
566,41
566,20
566,10
566,24
566,53
566,4
566,8
566,11
566,40
566,23
566,26
566,32
566,22
566,58
566,64
566,21
566,47
566,57
566,51
566,44
566,62
566,38
566,55
566,46
566,42
566,37
566,5
566,43
566,59
566,7
566,28
566,18
566,31
566,36
567,55
567,9
567,64
567,8
567,25
567,22
567,29
567,16
567,63
567,35
567,28
567,37
567,53
567,46
567,12
567,14
567,27
567,31
567,23
567,49
567,44
567,56
567,60
567,38
567,65
567,30
567,17
567,21
567,18
567,58
567,59
567,32
567,41
567,5
567,24
567,3
567,50
567,13
567,61
567,11
567,20
567,45
567,51
567,43
567,57
567,47
567,48
567,40
567,36
567,4
567,2
567,26
567,39
568,21
568,1
568,11
568,17
568,45
568,41
568,35
568,19
568,28
568,62
568,24
568,39
568,59
568,64
568,52
568,27
568,53
568,12
568,47
569,23
569,30
569,46
569,32
569,41
569,53
569,28
569,35
569,5
569,11
569,10
569,63
569,52
569,55
569,38
569,6
569,45
569,3
569,19
569,4
569,33
569,47
569,56
569,27
569,54
569,34
569,16
569,2
569,18
569,1
569,58
569,62
569,8
569,60
569,26
569,25
569,65
569,29
569,49
569,15
569,14
569,51
569,48
569,37
569,7
569,40
569,22
569,36
569,39
569,9
569,50
569,43
570,22
570,65
570,14
570,62
570,42
570,19
570,18
570,41
570,61
570,51
570,13
570,24
570,49
570,33
570,40
570,53
570,1
570,10
570,60
570,38
570,27
570,32
570,17
570,50
570,30
570,48
570,7
570,29
570,63
570,59
570,16
570,9
570,55
570,15
570,21
570,31
570,46
570,57
570,23
570,36
570,56
570,58
570,12
570,8
570,28
570,11
570,26
570,45
570,52
570,35
570,34
570,5
570,54
570,39
570,4
570,43
571,31
571,27
571,44
571,7
571,65
571,60
571,28
571,39
571,32
571,51
571,15
571,5
571,46
571,47
571,12
571,18
571,52
571,4
571,8
571,54
571,29
571,55
571,45
571,35
571,2
571,16
571,9
571,58
571,43
571,33
571,42
571,57
571,41
571,50
571,23
571,61
571,11
571,19
571,13
571,25
571,59
572,43
572,24
572,47
572,3
572,30
572,14
572,36
572,40
572,2
572,49
572,59
572,32
572,60
572,16
572,29
572,23
572,50
572,63
572,12
572,15
573,48
573,5
573,23
573,7
573,3
573,12
573,35
573,41
573,24
573,50
573,18
573,21
573,56
573,54
573,62
573,26
573,55
573,60
573,57
573,59
573,44
573,46
573,20
573,63
573,29
573,2
573,8
573,64
573,65
573,16
573,52
573,37
573,30
573,49
573,38
573,33
573,6
573,17
573,27
573,31
573,36
573,32
573,43
573,42
573,19
573,15
573,58
574,28
574,25
574,17
574,22
574,32
574,5
574,61
574,42
574,14
574,46
574,27
574,36
574,33
574,9
574,35
574,50
574,51
574,52
574,6
574,7
574,38
574,55
574,2
574,60
574,18
574,24
574,26
574,48
574,8
574,45
574,13
574,15
574,37
574,39
574,56
574,43
574,1
574,57
574,54
574,3
574,62
574,21
574,44
574,23
574,47
574,53
574,59
574,41
574,10
574,58
574,63
574,11
574,40
574,12
574,16
574,29
574,19
574,20
574,49
574,34
574,31
574,4
575,25
575,9
575,44
575,1
575,12
575,21
575,29
575,47
575,39
575,54
575,59
575,10
575,51
575,52
575,35
575,4
575,48
575,50
575,64
575,27
575,6
575,41
575,32
575,63
575,37
575,34
575,30
575,20
575,22
575,2
575,45
575,18
575,62
575,23
575,16
575,17
575,65
575,46
575,43
575,24
575,3
575,28
575,19
575,13
575,42
575,33
575,60
575,5
575,7
575,53
575,56
575,61
576,19
576,54
576,49
576,13
576,45
576,55
576,6
576,36
576,48
576,27
576,44
576,18
576,35
576,62
576,47
576,16
576,34
576,14
576,61
577,25
577,32
577,57
577,35
577,38
577,36
577,64
577,10
577,46
577,4
578,61
578,64
578,41
578,56
578,57
578,59
578,39
578,24
578,51
578,53
578,43
578,7
578,38
578,36
578,1
578,6
578,20
578,55
578,10
578,23
578,50
578,35
578,13
578,47
578,19
578,21
578,52
579,13
579,46
579,16
579,50
579,9
579,1
579,64
579,27
579,18
579,51
579,37
579,23
579,8
579,17
579,2
579,63
579,61
579,35
579,22
579,57
579,53
579,33
579,10
579,52
579,49
580,57
580,45
580,16
580,22
580,61
580,59
580,49
580,4
580,34
580,56
580,40
580,46
580,23
580,26
580,11
580,58
580,3
580,12
580,32
580,52
580,24
580,17
580,47
580,1
580,51
580,39
580,33
580,50
580,48
580,28
580,30
580,2
580,43
580,27
580,44
580,14
580,37
580,36
580,21
580,10
580,64
580,53
580,62
580,15
580,5
581,61
581,16
581,35
581,18
581,64
581,56
581,5
581,14
581,38
581,9
581,33
581,11
581,58
581,48
581,20
581,46
581,44
581,47
581,49
581,21
581,37
581,26
581,17
581,12
581,54
581,7
581,60
581,51
581,24
581,52
581,8
581,53
581,59
581,13
581,65
581,42
581,2
582,26
582,3
582,52
582,30
582,56
582,7
582,4
582,15
582,59
582,65
582,9
582,54
582,38
582,27
582,24
582,29
582,18
582,2
582,58
582,48
582,8
582,60
582,43
582,12
582,62
582,53
582,25
582,19
582,33
582,35
582,21
582,45
582,57
582,14
582,46
582,41
582,28
582,44
582,16
582,63
582,49
582,50
582,51
582,22
582,40
582,55
582,23
582,13
582,64
582,47
582,32
582,1
582,10
582,42
582,61
582,37
582,31
582,17
582,34
582,20
582,6
582,39
583,10
583,42
583,1
583,33
583,7
583,25
583,11
583,40
583,16
583,64
583,3
583,13
583,2
583,26
583,53
583,39
583,18
584,13
584,34
584,26
584,29
584,33
584,54
584,64
584,37
584,49
584,40
584,15
584,4
584,44
584,19
584,65
584,24
584,20
584,14
584,41
584,25
584,31
584,8
584,45
584,32
584,28
584,61
584,3
585,32
585,6
585,36
585,45
585,52
585,64
585,24
585,16
585,56
585,50
585,57
585,49
585,26
585,48
585,53
585,46
585,19
585,33
585,9
585,51
585,30
585,15
585,7
585,8
585,17
585,10
585,35
585,29
585,63
585,12
585,55
585,23
585,18
585,20
585,1
585,21
585,61
585,28
585,14
585,60
585,47
585,65
585,44
585,31
585,25
585,54
585,38
585,37
585,40
585,59
585,42
585,58
585,43
585,22
585,4
585,62
585,39
585,11
585,2
585,3
585,5
585,27
586,33
586,32
586,50
586,15
586,58
586,56
586,65
586,37
586,13
586,34
586,49
586,6
586,53
586,35
586,16
586,26
586,62
586,5
586,14
586,24
586,39
586,9
586,17
586,47
586,60
586,4
586,36
586,46
586,8
586,3
586,10
586,55
586,7
586,38
586,29
586,63
586,54
586,25
586,52
586,27
586,2
586,12
586,28
586,20
586,61
587,38
587,40
587,10
587,1
587,33
587,24
587,61
587,30
587,58
587,9
587,52
587,59
587,48
587,53
587,4
587,13
587,26
587,27
587,22
587,21
587,3
587,12
587,45
587,57
587,46
587,60
587,50
587,2
587,36
588,15
588,60
588,62
588,37
588,23
588,9
588,10
588,1
588,14
588,31
588,18
588,19
588,50
588,57
588,63
588,22
588,51
588,46
588,54
588,39
588,35
588,45
588,24
588,12
588,5
588,61
588,56
588,49
588,28
588,27
588,64
588,26
588,7
588,13
588,42
588,52
588,11
588,36
588,30
588,32
588,29
588,44
588,33
588,34
588,6
588,55
588,40
588,58
588,41
588,59
588,48
588,25
588,17
588,47
588,4
588,43
588,53
588,20
588,3
588,38
588,8
589,47
589,29
589,20
589,10
589,54
589,2
589,30
589,17
589,46
589,3
589,35
589,62
589,21
589,31
589,37
589,45
589,8
589,13
589,41
589,9
589,39
589,53
590,17
590,1
590,31
590,25
590,8
590,13
590,12
590,19
590,16
590,61
590,2
590,4
590,20
590,42
591,62
591,53
591,5
591,27
591,30
591,7
591,34
591,47
591,42
591,32
591,26
591,64
591,45
591,40
591,1
591,22
591,31
591,43
591,6
591,21
591,61
591,63
591,54
591,17
591,48
591,24
591,4
591,14
591,49
591,57
591,10
591,18
591,36
591,12
591,11
591,41
591,35
591,39
591,58
591,51
591,37
591,28
591,15
591,8
591,55
591,52
591,33
592,52
592,5
592,47
592,6
592,33
592,10
592,21
592,54
592,40
592,18
592,53
592,55
592,29
592,36
592,65
592,42
592,2
592,7
592,45
592,39
592,31
592,26
592,44
592,19
592,50
592,62
592,43
592,1
592,8
592,16
592,28
592,12
592,22
592,25
592,13
592,17
592,41
592,58
592,49
592,4
592,23
592,3
592,14
592,32
592,56
592,34
592,60
592,35
592,20
592,59
592,15
592,24
592,64
592,9
592,11
592,51
592,37
593,15
593,32
593,63
593,7
593,20
593,25
593,5
593,23
593,65
593,28
593,2
593,9
593,11
593,6
593,38
593,46
593,17
593,50
593,54
593,43
593,41
593,8
593,64
593,16
593,49
593,21
593,12
593,30
593,44
593,59
593,31
593,61
594,9
594,15
594,2
594,13
594,60
594,43
594,3
594,46
594,10
594,65
594,1
594,30
594,36
594,16
594,18
594,14
594,57
594,25
594,4
594,48
594,38
594,41
594,50
594,59
594,42
594,28
594,39
594,45
594,31
594,61
594,29
594,63
594,35
594,56
594,64
594,22
594,5
594,11
594,55
594,26
594,21
594,62
594,54
594,6
594,37
594,12
594,47
594,33
594,19
594,58
594,49
594,17
594,7
595,28
595,13
595,5
595,58
595,46
595,32
595,30
595,23
595,47
595,31
595,6
595,45
595,36
595,52
595,25
595,14
595,17
595,20
595,2
595,7
595,61
595,18
595,53
595,62
595,1
595,40
595,16
595,26
595,50
595,57
596,41
596,60
596,61
596,17
596,47
596,10
596,63
596,46
596,45
596,2
596,64
596,38
596,30
596,36
596,59
596,6
596,12
596,15
596,65
596,23
596,39
596,49
596,7
596,53
596,56
596,44
596,35
596,52
596,4
596,43
596,55
596,57
596,51
596,11
596,18
596,31
596,13
596,58
596,24
596,48
596,20
596,34
596,3
596,21
596,29
596,32
596,27
597,25
597,30
597,57
597,19
597,56
597,43
597,2
597,13
597,26
597,46
597,22
597,33
597,10
597,35
597,47
597,64
597,36
597,52
597,40
597,45
597,32
598,27
598,61
598,16
598,23
598,9
598,57
598,30
598,35
598,13
598,29
598,45
598,15
598,37
598,53
598,46
598,5
598,64
599,52
599,2
599,44
599,47
599,54
599,11
599,3
599,28
600,13
600,60
600,51
600,10
600,1
600,27
600,63
600,37
600,61
600,41
600,35
600,17
600,19
600,47
600,29
600,14
600,30
600,18
600,9
600,4
600,5
600,43
600,38
600,3
600,54
600,64
600,52
600,65
600,25
600,20
600,48
600,34
600,32
600,33
600,44
601,21
601,42
601,17
601,8
601,20
601,1
601,36
601,16
601,2
601,37
601,49
601,44
601,22
601,29
601,32
601,7
601,39
601,23
601,14
601,4
601,34
601,18
601,60
601,46
601,19
601,13
601,9
601,10
601,59
601,64
601,27
601,52
601,63
601,65
601,48
601,54
602,12
602,21
602,53
602,32
602,23
602,48
602,3
602,39
602,56
602,50
602,65
602,36
602,37
602,52
602,60
602,31
602,6
602,2
602,5
602,22
602,59
602,42
602,9
602,62
602,54
602,24
602,33
602,49
602,55
602,51
602,11
602,61
602,18
602,26
602,1
602,13
602,46
602,63
602,29
602,27
602,38
602,30
602,58
602,15
603,22
603,18
603,57
603,12
603,62
603,51
603,32
603,14
603,1
603,15
603,49
603,2
603,19
603,25
603,6
603,17
603,56
603,59
603,45
